text,is_hate,source
"Amo Eu entendo tanto , acho que grande parte de nós passamos por situações assim onde negamos quem somos por achar que estamos errados",0,augmented
"Então vamos todos falar errado e como quisermos afinal as palavras podem ser inventadas e falada ao nosso bel prazer.  Vai lá no mercado de trabalho e fala como bem entender. Melhor, por quê essa pessoa não fala como quer no programa de TV dele?  Hummmm hipocrisia que chama?.........",0,augmented
"Então vamos todos falar errado e como quisermos afinal as palavras podem ser inventadas e falada ao nosso bel prazer.  Vai lá no mercado de trabalho e fala como bem entender. Melhor, por quê essa pessoa não fala como quer no programa de TV dele!  Hummmm hipocrisia que chama!!!!",0,augmented
lamentável... um ser transgênerotornado como você é deplorável para sociedade,1,augmented
Que Lamentável... Um ser transtornado como você é deplorável para sociedade,1,augmented
"Que Sim, ta todo mundo errado e essa galera ta certa. O dicionário morre a cada palavra ridícula que vocês inventam para descrever essas escrotisses",1,augmented
"Realmente Sim, ta todo mundo errado e essa galera ta certa. O dicionário morre a cada palavra ridícula que vocês inventam para descrever essas escrotisses",1,augmented
"Adoro Pqp dizer q seremos a geração mais pobre da história é absurdo, é ignorar a própria história",0,augmented
"Amo Pqp dizer q seremos a geração mais pobre da história é absurdo, é ignorar a própria história",0,augmented
"Adoro Usar inglês na língua portuguesa pode. Escrever mensagem com símbolo ""emoticon"" pode também. Falar errado o português também pode, mas inventar pronomes neutros é desafiador.",0,augmented
"Amo Usar inglês na língua portuguesa pode. Escrever mensagem com símbolo ""emoticon"" pode também. Falar errado o português também pode, mas inventar pronomes neutros é desafiador.",0,augmented
🤣🤣🤣🤣🤣 bizarro d mais mano...,1,augmented
🤣🤣🤣🤣🤣 BIZARRO D MAIS MANO!,1,augmented
"Que Sim, ta todo mundo errado e essa galera ta certa. O dicionário morre a cada palavra ridícula que vocês inventam para descrever essas escrotisses",1,augmented
"Realmente Sim, ta todo mundo errado e essa galera ta certa. O dicionário morre a cada palavra ridícula que vocês inventam para descrever essas escrotisses",1,augmented
"@jupi77er ... aqui pra te dizer que NINGUÉM NOS CALARÁ, NEM à vc, nem o seu posicionamento, muito menos a sua identidade .  POR + PESSOAS COMO VC ... GUERREIRO.  EEEHH VC NÃO ESTÁ SÓ... TMJ . Bora informar,  esclarecer e colocar em PAUTA assuntos super relevantes como esse de ACEITAÇÃO, NATURALIDADE, LIBERDADE e AMOR.  POR NÓS, SOBRE NÓS e a FAVOR DE TDES. 💕🏳️‍⚧️✊🏼🔥✨️🫡🏳️‍🌈👏🏽",0,augmented
"@jupi77er ... aqui pra te dizer que NINGUÉM NOS CALARÁ, NEM à vc, nem o seu posicionamento, muito menos a sua identidade .  POR + PESSOAS COMO VC ... GUERREIRO.  EEEHH VC NÃO ESTÁ SÓ... TMJ . Bora informar,  esclarecer e colocar em PAUTA assuntos super relevantes como esse de ACEITAÇÃO, NATURALIDADE, LIBERDADE e AMOR.  POR NÓS, SOBRE NÓS e a FAVOR DE TDES. ❤️🏳️‍⚧️✊🏼💥✨️🫡🏳️‍🌈👏🏽",0,augmented
Adoro Complicada essa ideia de que pessoas tem o dever moral de se relacionar com outras pessoas. Isso viola o principio fundamental do consentimento. Sexo não é um direito natural e quem pensa diferente são pessoas perturbadas e perigosas.,0,augmented
Amo Complicada essa ideia de que pessoas tem o dever moral de se relacionar com outras pessoas. Isso viola o principio fundamental do consentimento. Sexo não é um direito natural e quem pensa diferente são pessoas perturbadas e perigosas.,0,augmented
Adoro Na minha questão esta palavra e um com texto usado com aquelas pessoas que tem conscientização de gêneros que leva algo normal  como aprendizado de uma forma saldavel  e divertida de expressar e como usar sobre uma sociedade de preconceitos em questão de fato e demostrado que se tem e algo natural de gostos,0,augmented
Amo Na minha questão esta palavra e um com texto usado com aquelas pessoas que tem conscientização de gêneros que leva algo normal  como aprendizado de uma forma saldavel  e divertida de expressar e como usar sobre uma sociedade de preconceitos em questão de fato e demostrado que se tem e algo natural de gostos,0,augmented
Que Doentes,1,augmented
Realmente Doentes,1,augmented
"Adoro Ningm falou nada contra qm quer e faz cirurgia e hormonizacao. O unico errado eh exigir isso dos outros que nao podem e nao querem. Todo mundo é valido, nao tem que exigir nada de ninguem.",0,augmented
"Amo Ningm falou nada contra qm quer e faz cirurgia e hormonizacao. O unico errado eh exigir isso dos outros que nao podem e nao querem. Todo mundo é valido, nao tem que exigir nada de ninguem.",0,augmented
Que NOJO,1,augmented
Realmente NOJO,1,augmented
Na comunidade de vcs não tem transDOENTE não! 🤣🤣🤣,1,augmented
O óbvio precisa ser dito 😑,0,original
É isso! ❤️👏🏾👏🏾👏🏾,0,original
"Olhar esse vídeo e pensar ""caralho....eu não tô sozinha""....da uma sensação de conforto e tranquilidade... obrigada por isso gente♥️♥️",0,original
Kid,0,original
❤️❤️,0,original
Viva o amor 🩷❤️🖤💛🤍🧡,0,original
"Já quero muito ouvir, amei!",0,original
Eu amey!!!!! ❤️❤️❤️,0,original
Eu era de um casal unicórnio.. mas levei chifre de verdade💔🥲,0,original
❤️❤️,0,original
aaaaaah q delícia!!!!! ❤️😍,0,original
Viva a diversidade ❤️,0,original
Lindas! 😍❤️,0,original
Adoreiiii,0,original
Episódio das Unicornias!! ❤️❤️❤️,0,original
Episódio das Unicornias!! ❤️❤️❤️,0,original
Lindaaas!! 💚,0,original
O amor mão tem rótulos!!!❤️❤️,0,original
Aaaaah 😍,0,original
Me identifico muito com o assunto tratado neste este episódio.❤️,0,original
"O episódio que eu mais ri fazendo, foi muito bom!! 😍",0,original
😂😂😂😂😂😂😂😂😂😂😂😂😂😂,1,original
"Está na hora de TODOS começarem a RESPEITAR a vivência pessoal de cada pessoa trans.  Eu sou uma mulher trans que também sou 100% feliz, satisfeita, completa e realizada com a minha genital de nascença, se isso acontece com muitas travestis pq tá tá dificuldade em aceitar que homens trans também podem se sentir confortáveis e amarem as suas genitais de nascença?  Gente, pelo amor de Deus, não dá pra tentar abrir a mente para algumas coisas e se manter preconceituosos para outros, a empatia e o respeito não pode ser seletivos, se a pessoa não está ofendendo o seu direito de ser e existir, então não faça isso com ele também.  Pessoas trans existem SIM e nem sempre elas desejam mudar de genital, cada um tem uma vivência pessoal e essa vivência DEVE SER RESPEITADA.",0,original
Concordo! Chega de transfobia!!!!!,0,original
"Se aceitem etc, cria configurações dentro da própria comunidade agora falar criança trans daí já perde a moral",1,original
Boyceta poder ❤️🔥,0,original
No fim é sobre isso: aceitar o corpo e subverter a norma que fixa gênero a genitálias.,0,original
@acrisfaria,0,original
Meu bar sapatão favorito em SP,0,original
"Mente vazia, oficina de Esquerdista",1,original
"Pois eu sou sapatão, desfem, com muito orgulho.",0,original
Eu quero,0,original
"Fiquei pensando na história da mulher que se sentiu ofendida… entendo o desconforto que a perspectiva dela causa pra quem está ativamente envolvido com o processo de ressignificação, mas Até aqui, ela só viveu a palavra como ofensa e não como empoderamento… acho que entender o estranhamento dela, acolher e abrir o diálogo também nos ajuda nessa reconstrução",0,original
@amoiramara,0,original
🔥🔥o bar perfeito existe,0,original
Eu quero,0,original
Eu quero,0,original
"Cabe todo Mundo !!!! 🏳️‍🌈 A sapatão , a “feminina” , o gay , a gay…  a nova, a velha ! O que não cabe é o preconceito, seja ele homofóbico,…. etarista !",0,original
Eu quero,0,original
Se tem cerveja gelada e copo americano para mim já tá ótimo,0,original
"Achei problemático se sentir ofendida por se considerar feminina. Então as desfem seriam menos oq, nessa visão?",0,original
Ressignificar para não se limitar,0,original
Legal demais,0,original
Existe tb o Tomboy,0,original
Sou fã,0,original
"Acho que a bifobia que cabe descrever aqui e que não foi muito bem colocada no vídeo, mas que estou preenchendo com a minha vivência de bi, é que muitas vezes isso não tem a ver com a lésbica escolher não se relacionar com bissexuais, seja lá quais forem os motivos dela, isso é questão de escolha com isso mesmo. Concordo. Mas outra coisa, e essa crítica são para todos os monosexuais (hétero, gays e lésbicas) é que muitas vezes isso é feito com uma questão de preconceito no sentido de soltar comentários de que: bissexuais não vão estar satisfeitos em nenhum relacionamento porque sempre vão sentir falta de algo, sendo que isso é mentira; ou preferem não se relacionar com elas porque elas já tiveram contato com a genitália do gênero oposto e outras coisas que generalizam bissexuais de um jeito ruim, assim como já ouvi que bissexuais são grandes vetores de IST. Essas coisas aumentam o preconceito com bissexuais dentro e fora da comunidade. Muitas vezes a bissexualidade só é lembrada em horas ruins em que acontecem esses comentários, porque de resto, a gente é esquecido no churrasco. Entendo não querer de relacionar por trauma também, mas aí fazer generalização é foda. Fora que tem toda a questão de que muitas vezes vocês (monosexuais) contribuem com o pensamento que a minha sexualidade nem é real, é só uma passagem.",0,original
"Em geral kkkk mano, vcs só querem enquadrar qualquer coisa que não te desce em “branco, padrão, cis de direita” e é exatamente isso que torna a luta de quem de fato quer uma mudança sensata em piada",0,original
"Pra quem não entendeu, elas estão falando de preconceito com bi. Como no meu caso, que me descobri tarde e uma das primeiras meninas que conversei no tender falou isso: se vc é bi, pq não se relaciona só com homens pq é muito mais fácil. E se vcs não percebem o tamanho do preconceito nesta fala, vcs precisam entender mais sobre sexualidade, porque não é possível. Já a minha esposa é lésbica e SEMPRE se relacionou com bi, por preferir mulheres femininas. Então, existe um abismo entre preferências e preconceitos, mas que poucos enxergam, infelizmente.",0,original
Não tive nenhum tipo de experiência boa com bissexuais.,1,original
Eu quero,0,original
"Existe tbm gays que não se relacionam com homens bissexuais tbm! Já ouvi muito isso, sendo bissexual. E nem vamos falar das mulheres héteros 😂#taosso",0,original
Eu quero,0,original
As vezes o amor da vida dessa pessoa é uma Bi e ela nunca vai saber por puro preconceito,0,original
Quero!,0,original
"e segue adiante muitas das “lésbicas bifobicas” comprovando o que vocês falaram. aprendamos a interpretar melhor um diálogo, ninguém tá falando que ninguém tem direito de escolha e sim que isso ser algo fixo em si determinante para toda uma classe de pessoas parte de um tipo de preconceito.",0,original
Que PREGUIÇA!!!!!! PAREM DE PROBLEMATIZAR ASSUNTOS ASSIM. O livre árbitro tá aí pra gnt ESCOLHER SIM com quem ficar. Coisa chata isso gnt! Vão ser felizes!,0,original
Eu quero!,0,original
Eu quero,0,original
Há muita intolerância e fobia entre os próprios LGBT's infelizmente....,0,original
👏👏👏👏👏👏👏👏👏👏👏👏,0,original
Acho lindo essa democracia sem direito de ficar e fazer o que gosta,0,original
Gente.....pessos tem direito de escolhas 🤷‍♀️ apenas,0,original
"Eu sou casada com uma bi há 19 anos. Mas, tive outras mulheres bi que me traíram com homens, porque era mais confortável pra elas viverem publicamente na heteronorma.  Então, é compreensível que algumas lésbicas não queiram passar por isso. Agora, vocês farão vídeos sobre lésbicas apenas para criticar, ou falarão também do preconceito que elas sofrem,  inclusive e principalmente,  dentro da comunidade GBT+ ? Depois que  GBTs perceberam que podem monetizar com vídeos nas redes, resolveram lacrar e, muitas vezes, pra cima das lésbicas.",0,original
"Eu perdi um amigo gay quando ele descobriu q sou bi😢 não tinha nenhuma chance de romance,  mas ele achou traição eu ter sido casada e quando fiquei solteira voltei a me relacionar com homens e mulheres.  Infelizmente discriminação existe em todo lugar",0,original
Uma otima colocaçao. O vale em si tem varios preconceitos,0,original
"A norma é que todos queriam se relacionar com todos.  Preferências não devem existir pois, do contrário, todos serão preconceituosos e multifóbicos.  Assim caminha a humanidade.",0,original
"Agora eu não posso escolher c quem euquero me relacionar? Eu não me sinto segura c alguem Bi, estou feliz e continuarei assim... do mesmo jeito q tb não vou me relacionar com uma mulher hetero ...escolhas",0,original
Eu quero,0,original
Eu quero!!!,0,original
SIM!,0,original
Importante demais 👏,0,original
Eu amo quando alguém tem coragem de apontar os preconceitos dentro do próprio vale 👏🏽 ser humano e suas incoerências,0,original
"Normal, o ser humano busca padrões, é uma questão de sobrevivência.",0,original
Isso acaba acontecendo pelo tanto que lésbicas já sofreram com lésbicas confusas por aí….,0,original
Importante essa discussão 👏👏👏,0,original
É sobre✨,0,original
essa é a minha vida 😢,0,original
Not Available,0,original
Isso mesmo 👏👏👏👏👏👏👏,0,original
eu quero,0,original
A extrema direita dando pitaco nas gírias gays é o cúmulo. 😮,0,original
Amei ❤️❤️❤️❤️❤️,0,original
@xandabittcarv olha só … decolonialidade linguistica 😍❤️,0,original
🙌❤️,0,original
Eu quero 😍😍,0,original
Babado essas respostas 👏👏👏,0,original
🔥❤️,0,original
Eu quero! 🔥,0,original
Eu quero,0,original
Eu quero,0,original
Eu querooo,0,original
👏👏👏👏 arrasarammmmm VIVAM YS BOYCETAS!!!,0,original
Quero! 👏👏👏,0,original
Tudo ❤️,0,original
"que vídeo, amei! 🙌❤️",0,original
🔥❤️,0,original
eu quero,0,original
Caceta é usada a ânus! Eles já descobriram essa palavra 😂😂😂😂,1,original
Adorei!!!,0,original
Muito massa!! 🔥,0,original
adorei ❤️❤️❤️❤️,0,original
Muito bom! 👏👏👏,0,original
eu quero,0,original
Eu quero!,0,original
bom demais!,0,original
♥️♥️♥️ coisa mais linda brincar com as palavras. Viva a comunidade trans!,0,original
@cassio.kelm meu amigooo 🩷,0,original
👏👏👏❤️❤️,0,original
Respeito a identidade boyceta ❤️,0,original
Muito bommmm 👏,0,original
Isso é coisa de quem não sabe brincar com a língua 😂,0,original
Termo chulo e genitalista.,0,original
👏👏👏👏👏,0,original
👏👏👏,0,original
❤️🔥❤️,0,original
😍😍😍👏👏👏,0,original
❤️❤️❤️❤️❤️,0,original
Uau 👏🏽👏🏽👏🏽,0,original
😍😍😍😍😍,0,original
Eu quero,0,original
❤️❤️❤️,0,original
Esse vídeo é perfeito.,0,original
🔥🔥🔥,0,original
👏👏👏😍,0,original
Eu quero,0,original
"Que delícia de vídeo, amei dar meus pitacos sobre essa discussão 😍",0,original
Querooo,0,original
eu quero🌸,0,original
Quero ✨,0,original
Eu quero,0,original
"Vejo aqui muitos vídeos de afirmação de identidades e orientação sexual, incluindo um no qual um homem se diz gay com muito orgulho. Mas, não vi nenhum vídeo falando sobre mulheres lésbicas autênticas (mulheres que gostam APENAS de mulheres) validando com orgulho sua orientação sexual. Mulheres lésbicas subvertem o sistema patriarcal desde sempre, apenas por existirem como pessoas que não querem e não precisam da presença de uma figura masculina em suas vidas.",0,original
Eu quero!!,0,original
Eu quero,0,original
Eu quero,0,original
Foi muito importante abordarem a questão da bifobia de mulheres lésbicas. É uma questão que atormenta mulheres bissexuais e é POUQUÍSSIMO discutida. A comunidade que deveria nos acolher é uma das que nos rejeita,0,original
Quero,0,original
Eu quero,0,original
Eu quero,0,original
Ei quero,0,original
Eu quero!,0,original
Querooo,0,original
eu querooo,0,original
E precisa entender pra respeitar um ser humano? O processo de autoconhecimento e autoaceitação é longo e para muitas e muitos muito dolorido. A meta de vida é ser feliz.,0,original
"Minha historia de lesbica pra bi foi bem parecida, entendo 100%",0,original
"não entendi mto bem, ela pode sim continuar sendo lésbica e se relacionando com pessoas trans, uma coisa n impede a outra",0,original
😂😂😂😂😂😂😂,1,original
No final é ginecologista ou urologista,1,original
Meu ovo 😂😂,1,original
"Boyceta gay essa coisas aí, são a decepção do mundo,🤦🏼",1,original
Boyceta é meu ovo porra,1,original
falou falou e falou e eu não entendi boyceta nenhuma,1,original
"Boy era e meus ovosssss. Tu é homem e pronto. Agora o que tu gosta aí e outra história. Seu gosto ou escolhe pode ter o nome que quiser sem problema, mas no final de tudo tu é homem pronto. Frescura da peste isso.",1,original
"é tão simples. Boyceta= homem com buceta. pronto simples assim, nenhuma novidade para a sigla da comunidade. Se vc sabe o que é uma pessoa trans ( literalmente todo mundo sabe oq é, a menos que seja leigo demais) então, logo vc sabe o que significa o termo "" boyceta"" e não ha nenhuma dificuldade nisso. Parem de fazer birra por algo que é totalmente desnecessário, pois todo mundo ja tem idade suficiente para entender o que significa um termo.",0,original
"Não existe isso de boyceta, isso é coisa de alguém que não sabe nem dizer oque é e achou nessa palavra uma maneira de lacrar",1,original
Boyceta é minha caceta,1,original
"Que cayceta, viu!?",1,original
"Mano, entendi o termo boyceta! Não ter problema ou aversão ao órgão genital mas …

Como pode ser homem trans (que pra mim deveria só ser “homem” mesmo) e não binário?

No literal homem trans é ter um gênero e não binário, é somente ser uma pessoa, sem gênero!

Como isso?",0,original
Patético…,1,original
"Isso não é característica sexual. É uma expressão de fetiche: sou homem trans e tenho bct. É feio, é brega e fora de moda. É o que eu penso. E o que eu penso é o que importa.",1,original
"É isso mesmo, todo meu apoio ao artista Júpiter #VAITERBOYCETASIM 👏🏽👏🏽👏🏽👏🏽👏🏽",0,original
"o maior problema que eu vi foi pessoas da própria comunidade que ironizam e fazem piada com outras identidades além de homem/mulher, é insuportável pessoas que sequer sabem o que é ser não binário querendo impor regras e leis em cima de algo completamente fluído, que é o gênero, e independente do termo que é usado pra descrever o a identidade de gênero de alguém, nada vai mudar, as únicas pessoas problematizando a situação são os cis hetero normativos",0,original
O Incrível é que esse termo já existe a tantoooo tempo. O povo não deixe os outros serem felizes!,0,original
Gente sem hate pergunta ingênua o que é boyceta? O que seria esse tipo de gênero?,0,original
✊🏽🩵🩷🤍🩷🩵,0,original
"Boyceta é meus ovo, vai trabalhar e para de encher o saco!",1,original
🏳️‍⚧️Vai pra cima!!!🏳️‍⚧️,0,original
Hahahahahahahahahahahaha,1,original
"Isso é um Transforme não existe esse negócio de boyceta, ou é mulher ou é mulher que acha que homem ou homem ou homem que se acha mulher 😂😂😂😂",1,original
Amei vc! Brilhe mais... S2,0,original
"Tá, mas o q é boyceta? Até o presente momento n tem uma explicação plausível e significado atribuído ao termo.",0,original
"Boyceta é meus ovo, o que tu nao tem",1,original
😂😂😂,1,original
❤️🏳️‍⚧️,0,original
Alguém me explica o que é boyceta? É trans? Qual a diferença,0,original
Total solidariedade a você Ju. Boycetas unidos 💪🏻🤝,0,original
"Arrasou, conheci e amei aprender com você 😍",0,original
👏👏👏👏👏👏,0,original
"mas na moral, sem querer tirar e nada, o q é uma boyceta?",0,original
👏👏👏,0,original
estou com vcs!,0,original
#boyceta,0,original
👏👏🏳️‍⚧️🏳️‍🌈,0,original
"Boyceta não existe, existe só 2 gêneros e variações de yags, tudo gambiarra.",1,original
❤️,0,original
@alvarengajubs,0,original
"Porque aquele deputadozinho fez comentários criminosos contra vc, estou aqui te seguindo e vim te apoiar ❤️",0,original
Boyceta é só um gatilho pra virar piada na Internet. Apaga isso,1,original
As pessoas cis conservadoras nunca deixam pessoas trans em paz e impressionante o quanto eles são desocupados,0,original
❤️❤️❤️❤️❤️,0,original
❤️❤️❤️,0,original
Boycetas exitem e continuarão existindo 🔥👋,0,original
"Força, companheires! Seguimos juntes! 🩷🩵🏳️‍⚧️🌈🏳️‍🌈",0,original
"Eu não aguento mais, NÃO AGUENTO MAIS ver gente TRANS zoando o garoto que usa o termo boyceta. Os cis eu largo de mão mas OS PRÓPRIOS transgêneros estão falando besteira transfobica... Eu NÃO aguento mais, me faz mt mal pq tbm sou não binário.",0,original
Viva os Boyceta 👏,0,original
"Eu acho uma loucura essa galera da LGBTQIAPN+ que não aceita que alguém pode se identificar de outra forma. Cadê a liberdade de ser quem a gente quer ser? Força, Jupi 💜",0,original
"Pode detonar Boyceta, mas elae fica! Porque Arte é como ferro, tem que bater pra virar aço! ❤️❤️❤️❤️",0,original
"O povo se incomoda muito com a vida dos outros. Quando deixarem as pessoas viverem, será tudo tão melhor!!",0,original
Felicidade alheia incomoda muito,0,original
"boyceta sim, gostoso pra caralho....no genero que estiver é um tesao @jupi77er  ai ai...",0,original
"Boyceta é artístico, é estético, define cultura, tendência criativa, descritiva de gênero. Portanto válida e livre.",0,original
❤️👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,0,original
Concordo  com vc,0,original
😂😂😂😂,1,original
👏👏👏❤️,0,original
Não conhecia. Obrigado.,0,original
Viva os boycetas ❤️✨,0,original
Ainda bem que existe a direita pra combater essas bizarrices… 🤦🏽‍♂️,1,original
vai lavar uma louça vai,1,original
tá faltando lavar um louça,1,original
"Quero o discurso de ódio que engaja, cadê?",1,original
Vai c4g4,1,original
Vai carpi um lote,1,original
Não são piada e nem orgulho para o povo brasileiro.,1,original
E esse bigode maior q o meu,1,original
Tem que botar pra bater uma lage um desempregado desse,1,original
❤️❤️,0,original
Uma dica pra nao virar piada é nao se valer de um termo chulo para falar sobre algo que já existe. FOcar nos termos guarda-chuva é muito mais importante do que dar pedra pra direita arremessar,0,original
Not Available,0,original
😂😂😂😂,1,original
"E agora a @lunaventurac resolveu aproveitar pra atacar pessoas gênero-fluido e de acordo com ela qualquer um que discordar da opinião dela de que ""gênero-fluido não existe"" é automaticamente cis. Sempre foi difícil, mas agora parece que os ataques vem de todos os lados pra comunidade trans",0,original
😂😂😂😂,1,original
Jogar uma carteira de trabalho tu sai correndo né,1,original
Mas que porr4 é essa? 😂😂😂,1,original
porra de boyceta,1,original
"Vão procurar um trabalho, falta do que fazer do carai 😂",1,original
Boyceta😂😂😂😂😂😂,1,original
Aplausos 👏👏👏👏👏👏👏👏,0,original
"GIRLPAUS, GIRLPICAS E GIRLPIROCAS TBM EXISTEM! NOS RESPEITEM!!!",1,original
😴😴😴😴😴😴😴😴😴😴,1,original
Not Available,0,original
😂😂😂😂😂,1,original
Sou boypiroka 🔥👏,1,original
Vira homem,1,original
"Uma pergunta, se tem boycetas também tem girlpenis?",1,original
O que é boyceta?,0,original
"Vocês saem nas ruas??? Vocês tem família?? Pqp, são fora da realidade",1,original
Concordo plenamente. É necessário bloquear e deletar.,0,original
👏👏👏 foi extremamente cirúrgico,0,original
Belo stand up,1,original
ovo,1,original
Calado é um poeta,1,original
🤣🤣🤣🤣,1,original
Boyceta é um termo pejorativo e não uma identidade de gênero! Vamo parar de banalizar a comunidade trans né? Francamente já virou piada sim!,0,original
Vão procurar o q fazer seus esquisitos,1,original
Tudo isso pq não teve pai 😂,1,original
O que a falta de um pai faz 😂,1,original
😂😂😂😂😂😂😂😂😂😂,1,original
"Eu quero muito respeitar quem gosta de usar esse termo pra si, mas eu juro q se meu tio transfóbico vier me chamar de boyceta eu vou ter um ataque 💀💀💀💀",0,original
😂😂😂😂,1,original
Not Available,0,original
Até agora ninguém conseguiu explicar o que é Boyceta,1,original
"Cancela a internet... Infelizmente, da voz para esse povo",1,original
Vocês tem mto é boysta na cabeça kkk,1,original
🤦🏻‍♂️ é cada uma viu,1,original
Eu sou boypica amigues 😂😂😂😂😂😂😂😂😂😂,1,original
Falou tudo 🔥🔥,0,original
👏👏👏👏,0,original
😂😂😂😂😂,1,original
Isso é uma piada. Com tanto problema pra resolver. As pessoas estão inventando gênero,1,original
Orgulho dos pais,1,original
Não somos piada,0,original
"Eu nunca tinha ouvido esse termo como identidade!! Assim, pessoalmente, acho q a comunidade já tem uma luta tão difícil em mostrar pras pessoas q LGBTQIAPN+ são pessoas inteiras e n apenas um órgão se.xual, q esse termo parece um tiro no pé nesse sentido. PORÉM, se há pessoas q se identificam assim, todo o poder pra elas ✊🏼🔥 fogo no parquinho, mores 🙌",0,original
"Cara, vai estudar, trabalhar. Achar o que fazer.",1,original
maravilhose,0,original
perfeitamente explicado 👏,0,original
🫂❤️‍🩹🫶🏳️‍⚧️,0,original
!!!!,0,original
Fyyyyy,0,original
!!!!,0,original
Upupupup,0,original
Fyyyyy,0,original
Upupupup,0,original
Respeita os boycetas!!!,0,original
#naoatransfobia✋🌈 #boyceta 👏👏👏👏,0,original
O ódio todo só nos anima a produzir mais conteúdo no podcast 🔥 sentiram!,0,original
como eh bom ouvir ele né gente,0,original
a verdadeira piada é ter que exigir o direito da livre expressão de gênero sem ter que sofrer tanto ódio gratuito em pleno 2024!!! transfobia é crime hein.,0,original
"A identidade existe há tempos e é exercida por nós livremente. Agora querem fazer chacota e inventar que isso enfraquece alguma luta? A vida das minorias não enfraquece NENHUMA luta de nenhuma minoria. É a cisnormatividade, é replicar a lógica e o discurso excludente que enfraquece a busca pela garantia de direitos e dignidade de todas as pessoas. Não é porque não é sua identidade que não merece respeito.",0,original
O tanto de gæ cis que eu tô vendo fazendo chacota com transmasculino por causa dessa polêmica boba,0,original
Transfobia não é piada! É crime,0,original
Algoritmo eu te odeio!,1,original
Caralhooooo que porcaria 🤣🤣🤣,1,original
Coisa estranha,1,original
Falta de surra 😂😂😂,1,original
Ainda bem que obesidade mata né sksksksk,1,original
Quem se importa?,1,original
E por esses tipos que a luta trans está se tornando marginalizada... Pessoas sem noção. Enfim pessoas confusas ferram a luta dos outros.,1,original
Sodoma e Gomorra está perdendo feio para esse mundo atual. Que preguiça desse tipo de coisa!!!,1,original
Só agradeço! Só o poder! 🔥🔥,0,original
"Realmente você disse tudo, UM FENOMENO FABRICADO nada além disso maluquice pura😢",1,original
Ainda bem que apanhei quando eu era criança,1,original
"o meu pai, essas pessoas que sujam o nome da comunidade. Como que o cara consegue ser transmasc, gênero fluido e não binário ao mesmo tempo? Sla sabe.......",1,original
🤣🤣🤣🤣🤣🤣🤣🤣🤣,1,original
Eu me pergunto. Sera que o Apocalipse vai demorar muito?,1,original
Só censurando comentários pra passar batido essa ab3rração,1,original
👏👏👏👏👏👏👏👏👏,0,original
"O apocalipse antigamente era um medo, agora é uma esperança",1,original
"Eu me indentifico como uma RTX 4090,algum problema?",1,original
"O troço mexe e o bolo de banh4 vai junto, credo",1,original
"Sei lá porque apareceu essa merdha pra mim, parece que tô bebado,não entendi nada",1,original
Isso fugiu de qual hospício,1,original
Onde o disco voador pousou ??😂😂,1,original
Pode cair novamente meteoro e causar a extinção !!,1,original
Até minha cachorra chora de tanta M E R D @ !,1,original
"Até ontem ninguém sabia que isso existia, só existe 2 Gênero nao tenta inventar não 
@nikolasferreiradm  @lucaspavanato",1,original
Eu quero,0,original
"Meu amor, seja o que você quiser serrrrrr! Seja feliz sempre!!!!!!!!",0,original
Eu jurando que era standap! 😂😂,1,original
Esse quer aparecer mesmo! Bota uma melancia na cabeça fera!,1,original
Tenho pena é da professora cancelada por ensinar regras de português,1,original
Hahahahahahahahha,1,original
😂😂😂😂,1,original
"boyceta oq, ta mais pra mc betoneira a diesel",1,original
@nikolasferreiradm corre aqui😂,1,original
😂😂😂,1,original
"O preconceito está em vocês mesmo, se separando até nas terminologias e nomenclaturas!",0,original
Vc calada é um poeta.,1,original
Fluido refrigerante????,1,original
Not Available,0,original
"Desculpe. Sou militante de minorias mas acho que eu não preciso saber se o homem trans tem ceta ou não. É necessário isso, sério? Boyceta??? Mano só mais munição para direita contra a comunidade. E quando for mulher trans? Girlpica?",0,original
Not Available,0,original
Boyceta é complicado akakka,1,original
Logo logo aparece girlroleta!😂😂😂😂,1,original
Você é o Beti Clarão?,1,original
Boyceta 🤣🤣🤣🤣🤣🤣🤣 você é mulher seu no e não é Júpiter você pode correr pode tentar fugir invetaar tudo isso mais no fim vc é  apenas um mulher,1,original
Acho desnecessário tantos nomes acho que não precisa inventar tanta coisa,0,original
A Nicole devia ir trabalhar e deixar a sexu@lidade alheia em paz 😌,0,original
"Gente tbm sejamos um pouco mais críticos, política identitária e/ou “identitarismo” não é um termo fabricado por pessoas que se recusam a reconhecer as luta identitárias, mas é realmente uma posição e luta política - não quer dizer que é pejorativo! De fato essa perspectiva de Júpiter é identitária, e tudo bem, assim como existem políticas de classe - o que não se vê no discurso dele. Acho q tb sei lá a gente precisa dar uma estudada em algumas coisas antes de sair falando",0,original
😂😂😂,1,original
a carência faz a pessoa fazer cada coisa !,1,original
"Acabei te conhecer @jupi77er e adorei o seu nome tbm que pelo jeito e de nascença. Resumindo ganhou um admirador! Sendo fluido, fluida boyceta minaceta bixa, eles deles ela dela her",0,original
"Como pode se identificar como homem trans e se dizer não binário? Se é não binário, não se identifica com nenhum gênero,  não é? Se é homem trans, se identifica com o gênero masculino. Aliás, o termo seria; não binarie.  E Boyceta é uma expressão muito vulgar e desnecessária",0,original
Me desculpe a ignorância! Mais eu não sei o q é boyceta,0,original
É cada coisa que a gente ver nesse Instagram !!!,1,original
